id,name,votes,rating,phone,address,zip,cuisine
1320,Rusty Taco,103,3.5,(214) 382-0860,5350 Harry Hines Blvd,75235,Mexican
1321,Big Shucks,142,4,(214) 887-6353,6232 E Mockingbird Ln,75214,Seafood
1322,Zoës Kitchen,46,3.5,(214) 357-0100,5710 W Lovers LnSte 108,75209,Southern
1323,Ambala Grill,9,4.5,(972) 620-1727,11641 Harry Hines BlvdSte 201,75229,Indian
1324,Moe’s Southwest Grill,20,3.5,(214) 741-9700,2121 Main St,75201,Tex-Mex
1325,Tejano BBQ & More,56,4.5,(972) 867-7547,17509 Coit Rd,75252,Barbeque
1326,Victor Tangos,644,4,(214) 252-8595,3001 N Henderson Ave,75206,American (New)
1327,Relish,50,3.5,(214) 306-5598,2000 Woodall Rodgers Hwy,75201,Food Stands
1328,Union Park,101,3.5,(214) 741-6709,1311 Main St,75202,American (New)
1329,La Comida,146,4,(972) 770-0968,5100 Belt Line RdSte 796,75254,Mexican
1330,Gui Korean Japanese Bistro & Bar,201,3.5,(214) 720-9229,2719 McKinney Ave,75204,Japanese
1331,Lalo’s Fine Mexican Cuisine,260,4.5,(469) 298-3017,18484 Preston RdSte 118,75252,Mexican
1332,Cafe Brazil,164,3.5,(214) 747-2730,2815 Elm St,75226,Breakfast & Brunch
1333,i Fratelli Pizza,106,4,(214) 720-0070,2815 Allen StSte 124,75204,Italian
1334,Fish City Grill,91,4,(214) 891-9979,10720 Preston Rd,75230,Seafood
1335,Dallas Chop House,142,3,(214) 736-7300,1717 Main St,75201,Steakhouses
1336,Capitol Pub,178,3.5,(214) 887-9330,2401 N Henderson Ave,75206,Pubs
1337,Tacolicious,111,4.5,(214) 496-0699,1894 Royal LnSte 102,75229,Mexican
1338,Corporate Chef Restaurant,13,4.5,(214) 905-6140,7145 John W Carpenter Fwy,75247,Diners
1339,Blue Goose,172,3.5,(214) 823-8339,2905 Greenville Ave,75206,Tex-Mex
1340,Dallas Grilled Cheese Co,231,4,(214) 944-5515,310 W 7th St,75208,American (New)
1341,Tacos Y Mas,16,4,(972) 807-2466,2820 Greenville Ave,75206,Mexican
1342,Mama’s Daughter’s Diner,99,3.5,(972) 241-8646,2610 Royal Ln,75229,Soul Food
1343,City Cafe,34,3.5,(214) 351-2233,5757 W Lovers Ln,75209,American (New)
1344,Burger Street,44,4,(214) 823-3845,5657 E Mockingbird Ln,75206,Burgers
1345,Gonzalez Restaurant,68,4,(214) 946-5333,367 W Jefferson Blvd,75208,Tex-Mex
1346,El Fenix Mexican Restaurants,169,3.5,(214) 747-1121,1601 McKinney Ave,75202,Mexican
1347,Taqueria Cholula,27,4,(214) 265-0311,6886 Shady Brook Ln,75231,Mexican
1348,Firecrust Neapolitan Pizzeria,187,4.5,(469) 607-5931,4447 N Central ExpySte 100,75205,Pizza
1349,Sushi Kyoto,48,3.5,(214) 520-9991,6429 Hillcrest Ave,75205,Sushi Bars
1350,Casa Rubia,112,4,(469) 513-6349,3011 Gulden LnSte 116,75212,American (New)
1351,No.1 Plus Chicken,58,4,(972) 488-9100,2240 Royal LnSte 103,75229,"Korean,Korea"
1352,Zoli’s,161,3.5,(214) 942-9654,202 W Davis St,75208,Pizza
1353,Tacos Y Mas,132,3.5,(214) 824-8079,5419 Ross Ave,75206,Mexican
1354,Grange Hall Restaurant,6,4.5,(214) 443-5175,4445 Travis St,75205,American (New)
1355,Korea House,113,4,(469) 480-3694,2598 Royal Ln,75229,Korean
1357,Uncle Julio’s Fine Mexican Food,269,3.5,(214) 520-6620,4125 Lemmon Ave,75219,Mexican
1358,Somphou Market,30,4.5,(214) 330-9616,4440 W Illinois AveSte 400a,75211,Thai
1359,504 Bar and Grill,33,4,(469) 779-7279,2121 Greenville Ave,75206,American (Traditional)
1360,Old World Sausage Company,20,4.5,(214) 760-9000,"Dallas Farmers Market1010 S Pearl, Ste 2",75201,Delis
1361,Dough Pizzeria Napoletana,201,4,(972) 788-4600,11909 Preston RdSte 1444,75230,Pizza
1362,Rudy’s Chicken,157,3.5,(214) 375-9234,3115 S Lancaster Rd,75216,Fast Food
1363,Bistro B,518,3.5,(214) 575-9885,9780 Walnut StSte 340,75243,Vietnamese
1364,Phò Envy,40,4,(214) 987-1468,8611 Hillcrest RdSte 190,75225,Vietnamese
1365,Oasis Restaurant,87,4,(214) 361-8120,5945 Greenville Ave,75206,Breakfast & Brunch
1366,El Taquito Cafe,53,4,(214) 823-5872,5427 E Grand Ave,75223,Tex-Mex
1367,Victory Tavern,90,3,(214) 432-1900,2501 N Houston St,75219,American (New)
1368,Vernon’s Gastropub,99,4,(972) 661-3707,5290 Belt Line RdSte 142,75254,American (Traditional)
1369,Becks Prime,77,3.5,(972) 661-8681,5931 Forest Ln,75230,American (Traditional)
1370,Mike’s Chicken,42,4.5,(214) 443-7822,4234 Maple Ave,75219,Chicken Shop
1372,Tropical Smoothie Cafe,18,4.5,(214) 351-7037,4560 W Mockingbird Ln,75209,Juice Bars & Smoothies
1373,Picasso’s,115,3.5,(214) 553-8100,7215 Skillman StSte 300,75231,Pizza
1374,Cindi’s NY Delicatessen Restaurant & Bakery,93,3.5,(214) 744-4745,306 S Houston St,75202,Delis
1375,Cosmo’s Bar & Lounge,131,4,(214) 826-4200,1212 Skillman St,75206,Pizza
1376,Torchy’s Tacos,169,3.5,(972) 354-8226,Casa Linda Plaza9440 Garland Rd,75218,Tex-Mex
1377,Snuffer’s Restaurant & Bar,186,3,(214) 826-6850,3526 Greenville Ave,75206,Burgers
1378,Schlotzsky’s,12,4.5,(214) 630-9944,8235 N Stemmons Fwy,75247,Cafes
1379,The Original Pancake House,103,3.5,(214) 351-2012,4343 W Northwest HwySte 375,75220,Breakfast & Brunch
1380,Snap Kitchen,14,4.5,(214) 613-4490,4164 N Central Expy,75204,Salad
1381,B B Bop Seoul Kitchen,435,4,(214) 812-9342,5323 Greenville AveSte 5,75206,Fast Food
1382,Herrera’s,40,4.5,(214) 330-6426,2853 W Illinois Ave,75233,Tex-Mex
1383,The Mermaid Bar,20,4,(214) 891-1209,"Neiman Marcus, Level 1400 N Park Ctr",75225,American (Traditional)
1384,Enchilada’s,90,3.5,(214) 363-8969,7050 Greenville Ave,75231,Tex-Mex
1385,Sonny Bryan’s Smokehouse,248,3.5,(214) 357-7120,2202 Inwood Rd,75235,Barbeque
1386,The Gold Rush Cafe,69,4,(214) 823-6923,1913 Skillman St,75206,Breakfast & Brunch
1387,Mi Cocina,91,3.5,(972) 239-6426,13350 Dallas PkwySte 100,75240,Tex-Mex
1388,Taqueria Pinocho,43,4,(214) 823-4272,118 S Carroll Ave,75226,Mexican
1389,The Oceanaire Seafood Room,235,4,(972) 759-2277,13340 Dallas Pkwy,75295,Seafood
1390,Blackjack Pizza,9,4.5,(214) 565-1025,2536 Mrtn Lthr Kng Jr,75215,Pizza
1391,Kitchen LTO,158,3,(214) 377-0757,3011 Gulden Ln,75212,American (New)
1392,The Woolworth,222,4,(214) 814-0588,1520 Elm StSte 201,75204,"Cocktail Bars,German Restaurants"
1393,Which Wich,54,4,(214) 741-9424,1410 Main St,75202,Sandwiches
1394,Rockfish Seafood Grill,67,3.5,(214) 823-8444,5331 E Mockingbird LnSte 160,75206,Seafood
1395,Snuffer’s Restaurant & Bar,70,3.5,(214) 265-9911,8411 Preston RdSte 112,75225,Burgers
1396,Rice Chicken,19,4,(972) 241-1332,2558 Royal Ln,75229,Korean
1397,Black Eyed Pea,80,3.5,(214) 521-4580,3857 Cedar Springs Rd,75219,American (Traditional)
1398,The Tradewinds Social Club,32,4,(214) 337-9075,2843 W Davis St,75211,Dive Bars
1399,Village Burger Bar,47,4,(214) 484-4679,12300 Inwood RdSte 210,75244,Burgers
1400,Tei-An,350,4,(214) 220-2828,"One Arts Plz1722 Routh St, Ste 110",75201,Japanese
1401,Fernando’s Mexican Cuisine,103,3.5,(214) 351-9010,4347 W NW HwySte 100,75220,Tex-Mex
1402,Resident Taqueria,25,4.5,(972) 685-5280,9661 Audelia RdSte 112,75238,Mexican
1403,Neighborhood Services,251,4,(214) 350-5027,5027 W Lovers Ln,75209,American (New)
1404,Chicken House,45,3.5,(214) 370-0800,4839 Gaston Ave,75246,Comfort Food
1405,Front Room Tavern,17,3.5,(214) 219-8282,6101 Hillcrest Ave,75205,American (New)
1406,Tacoqueta,27,4.5,(214) 943-9991,2324 W ClarendonSte 100,75208,Diners
1407,Hoffbrau Steaks,170,3.5,(214) 742-4663,311 N Market St,75202,"Steakhouses,Fashion"
1408,Pollo Campero,35,4,(214) 819-5334,1703 N Cockrell Hill Rd,75212,Fast Food
1409,Betty’s Best Around,54,3.5,(214) 826-2266,3607A Greenville Ave,75206,Chinese
1410,Graze Restaurant,66,4,(214) 871-7111,"Le Méridien Dallas, The Stoneleigh2927 Maple Ave",75201,American (New)
1411,Masque Dallas,3,4.5,(469) 573-3244,2533 McKinney Ave,75201,Cocktail Bars
1412,Kuai Dumplings & Soups,44,3.5,(972) 789-1199,325 N St. Paul St,75201,"Asian Fusion,Asian Fusion"
1413,My Family’s Pizza,28,4,(214) 515-9009,1919 Skillman St,75206,Pizza
1414,The Metropolitan Cafe,61,4.5,(214) 741-2233,2030 Main St,75201,Sandwiches
1415,The Porch,708,4,(214) 828-2916,2912 N Henderson Ave,75206,Southern
1416,Cremona Bistro Kitchen,119,3.5,(214) 871-1115,2704 Worthington St,75204,Italian
1417,GRAIN Restaurant,13,4,(469) 232-4962,Hilton Hotel5954 Luther Ln,75225,American (Traditional)
1418,The Grill House Cafe,9,4,(214) 484-5047,1499 Regal RowSte 314,75247,Salad
1419,Raising Cane’s Chicken Fingers,87,3.5,(214) 360-0040,5030 Greenville Ave,75206,Chicken Wings
1420,El Paisa Cocina Mexicana,10,4.5,(214) 366-9789,10840 Harry Hines Blvd,75220,Mexican
1421,La Popular Tamale House,27,4,(214) 824-7617,132 N Peak St,75214,Mexican
1422,Cafe Gecko,64,4,(972) 458-9884,5290 Belt Line RdSte 118,75254,Bars
1423,Taco Diner,56,3.5,(214) 696-4944,4011 Villanova St,75225,Mexican
1424,45 Mint Vietnamese Bistro,94,4,(972) 387-4545,14902 Preston RdSte 512B,75254,Vietnamese
1425,Noodle Nexus,46,3.5,(214) 871-7222,325 N St. Paul St,75201,Thai
1426,Neighborhood Services Bar & Grill,123,4,(214) 368-1101,10720 Preston Rd,75230,American (Traditional)
1427,Ojeda’s,198,3.5,(214) 528-8383,4617 Maple Ave,75219,"Mexican,Mexican Restaurants,Mexican Restaurants"
1428,Tejas Taco Texas Ice,36,4,(214) 631-9274,1407 Medical District Dr,75207,Mexican
1429,In The Sack,17,4,(214) 646-3117,1700 Cedar Springs RdSte 120,75202,Sandwiches
1430,Cigarz Bona Pizza,66,4,(214) 319-0055,7238 Gaston Ave,75214,Pizza
1431,Resto Gastro Bistro,134,3.5,(214) 584-6747,"Trinity Groves3011 Gulden Ln, Ste 104",75212,American (New)
1432,Smashburger,102,3.5,(469) 341-3394,2222 McKinney Ave,75201,Burgers
1433,Tin Star Taco Bar,18,3.5,(214) 965-0812,2101 Cedar SpringsSte R115,75201,Mexican
1434,Big Daddy’s Convenience Store,10,4.5,(214) 428-6203,4121 Colonial Ave,75215,Fast Food
1435,Original Italian Cafe,69,3.5,(214) 651-7000,115 S Field St,75202,Pizza
1436,Ginger Thai Cuisine,70,3.5,(214) 887-6175,6434 E Mockingbird LnSte 111,75214,Thai
1437,El Come Taco,164,4.5,(214) 821-3738,2513 N Fitzhugh Ave,75204,Mexican
1438,Amore Italian Restaurant,34,3.5,(214) 739-0502,6931 Snider Plz,75205,"Italian,American (Traditional),Barbeque"
1439,Mattito’s Tex-Mex,145,3,(214) 526-8181,3102 Oaklawn,75219,Tex-Mex
1440,Royal Wok Chinese Restaurant,58,4,(972) 488-8282,2560 Royal LnSte 100,75229,Chinese
1441,Mai’s Vietnamese Restaurant,152,3.5,(214) 826-9887,4812 Bryan StSte 100,75204,Vietnamese
1442,Samson’s Gourmet Hot Dogs,105,3.5,(214) 468-4560,2615 Oak Lawn AveSte 104,75219,Hot Dogs
1443,Royal Sixty District Bistro,21,3.5,(214) 741-2604,150 Turtle Creek BlvdSte 202,75207,American (New)
1444,Kenichi,184,3.5,(214) 871-8883,2400 Victory Park Ln,75219,Sushi Bars
1445,Phil’s Philly Grill,62,4,(972) 233-7445,5225 Beltline RdSte 254,75254,Cheesesteaks
1446,Big Al’s Smokehouse BBQ,113,3.5,(214) 350-2649,3317 Inwood Rd,75235,Barbeque
1447,El Pollo Regio,17,4,(214) 570-8484,8136 Spring Valley Rd,75240,Mexican
1448,Dugg Burger,95,4.5,(214) 584-6261,9540 Garland RdSte 407,75218,Burgers
1449,Gangnam Galbi,66,4,(972) 243-1818,2254 Royal LnSte 100,75229,Korean
1451,Lekka,93,4,(972) 735-8642,17606 Preston Rd,75252,Cafes
1452,Fujiyama Sushi & Yakitori Bar,260,4.5,(972) 662-2885,18217 Midway RdSte 108,75287,Sushi Bars
1453,Burguesa Burger,21,4,(214) 760-7376,1201 Elm StLower Level Food Court #LL7,75270,Burgers
1454,Aamer Cafe Greek Mediterranian,26,4,(972) 238-7770,13440 T I Blvd,75243,Greek
1455,Qariah Lebanese Restaurant & Lounge,115,3.5,(214) 826-4444,1811 Greenville AveSte 145,75206,Middle Eastern
1457,La Salsa Verde Taqueria,8,4.5,(214) 366-0999,2728 Community Dr,75220,Mexican
1458,Ten Eleven Grill,18,4,(214) 565-3808,1011 Corinth St,75215,American (Traditional)
1459,Crushcraft Thai Street Eats,354,4,(972) 677-7038,2800 Routh StSte 150,75201,Thai
1460,Freebirds World Burrito,137,4,(214) 265-9992,5500 Greenville AveSte 209,75206,Mexican
1461,Bob’s Steak & Chop House,256,4,(214) 528-9446,4300 Lemmon Ave,75219,Steakhouses
1462,Highland Park Cafeteria,70,3.5,(214) 324-5000,1200 N Buckner Blvd,75218,Southern
1463,Cafe Express,44,3.5,(214) 352-2211,5600 W Lovers LnSte 109,75209,American (Traditional)
1464,Salata,69,3.5,(214) 599-8507,3000 Blackburn St,75204,Salad
1465,Masala Wok,46,3,(469) 232-9390,6106 Luther Ln,75222,Indian
1466,Pour House,40,4,(214) 824-1170,1919 Skillman St,75206,Sports Bars
1467,Mi Cocina,230,3.5,(469) 533-5663,3699 McKinney Ave,75204,Mexican
1468,Howard Wang’s China Grill,94,3.5,(214) 366-1606,4343 W Northwest HwySuite 345,75220,Chinese
1469,In-N-Out Burger,72,3.5,(800) 786-1000,12909 Midway Rd,75244,Burgers
1470,Café Momentum,42,4.5,(214) 303-1234,1510 Pacific Ave,75201,American (New)
1471,The Original Pancake House,200,3.5,(214) 528-7215,2900 Lemmon AveSte 200,75204,Breakfast & Brunch
1473,Cafe Express,77,3.5,(214) 999-9444,3230 McKinney Ave,75204,American (New)
1474,Campisis,71,3.5,(214) 350-2595,5405 W Lovers Ln,75209,Italian
1475,TNT Tacos and Tequila,113,3,(469) 518-7888,2800 Routh St,75201,Tex-Mex
1476,Buzzbrews Kitchen,50,3.5,(214) 370-5815,5815 Live Oak StSte 102,75214,Breakfast & Brunch
1477,Reikyu Sushi & Bar,92,3.5,(214) 823-3772,5321 E Mockingbird LnSte 200,75206,Sushi Bars
1478,El Fatfish,39,4,(214) 575-4200,8040 Spring Valley Rd,75240,Mexican
1479,The Nodding Donkey,156,3.5,(214) 922-8898,2900 Thomas Ave,75204,Barbeque
1480,Jersey Mike’s Subs,11,4.5,(214) 691-7827,8411 Preston RoadSte 118,75225,Sandwiches
1481,Texas Spice,140,4,(214) 744-6664,555 S Lamar,75202,American (New)
1482,Villa’s Grill,21,4,(214) 238-2797,12817 Preston RdUnit 425,75230,Steakhouses
1483,Naga Thai Kitchen & Bar,158,3.5,(214) 953-0023,665 High Market St,75219,Thai
1484,Pho Colonial,165,3,(469) 480-3059,1623 Main StSte 102,75201,Vietnamese
1485,Dough Bro’s Italian Kitchen,132,4,(469) 248-0058,5181 Keller Springs RdSte 101,75248,Pizza
1486,Keller’s Drive-In,37,3.5,(214) 357-3572,10554 Harry Hines Blvd,75220,Burgers
1487,Mr Sushi Japanese Restaurant,222,4,(972) 385-0168,4860 Belt Line Rd,75254,Japanese
1488,Natalie’s Restaurant,15,4,(214) 739-0362,5940 Royal Ln,75230,American (New)
1489,Norma’s Cafe,175,4,(972) 380-8646,17721 N Dallas PkwySte 130,75287,American (Traditional)
1490,Kalachandji’s,365,4.5,(214) 821-1048,5430 Gurley Ave,75223,Vegetarian
1491,Italia Express,141,4.5,(214) 521-3300,4000 Cedar Springs Rd,75219,Italian
1492,Thai Opal,119,4.5,(214) 553-5956,6300 Skillman StSte 156,75231,Thai
1493,Bubba’s Cooks Country,324,4,(214) 373-6527,6617 Hillcrest Ave,75205,American (Traditional)
1494,ONE90 Smoked Meats,40,4.5,(214) 346-3287,10240 East Northwest Hwy,75238,Butcher
1495,Lark On the Park,299,4,(214) 855-5275,2015 Woodall Rodgers Fwy,75201,Diners
1496,Mad Hatter Cafe,119,4,(214) 954-9900,400 N St. Paul StSte 120,75201,Cafes
1497,East Hampton Sandwich Co,199,4,(214) 363-2888,6912 Snider Plz,75205,Sandwiches
1498,Aloha Hawaiian Barbecue,176,4,(214) 521-8868,5610 Lemmon AveSte A1,75209,Barbeque
1499,Paul Martin’s American Grill,66,4,(214) 521-0116,3848 Oaklawn AveSte 210,75219,American (New)
1500,Off the Bone Barbeque,384,4,(214) 565-9551,1734 S Lamar St,75215,Barbeque
1501,Wabi House,156,4,(469) 779-6474,1802 Greenville AveSte 100,75206,Ramen
1502,Hattie’s Restaurant,541,4,(214) 942-7400,418 N Bishop Ave,75208,Southern
1503,Tacos La Banqueta,102,4.5,(214) 823-1260,1305 N Carroll Ave,75204,Mexican
1504,Si Lom,285,4,(214) 780-0983,3300 Oak Lawn AveSte 110,75219,Thai
1505,Frankie’s,56,4,(214) 741-1919,1303 Main St,75202,Sports Bars
1506,Neighborhood Services,144,4.5,(972) 789-9639,5100 Beltline RdSte 795,75254,American (New)
1507,Green Door Public House,72,4,(214) 749-0240,600 S Harwood St,75201,Bars
1508,Green House Market,81,4.5,(214) 809-5977,8687 N Central Expy,75225,American (New)
1509,Public School 214,329,4,(214) 599-6234,3700 McKinney Ave.Suite 148,75204,American (New)
1510,VH Casual Dining & Bar,88,4.5,(214) 946-1308,1115 N Beckley Ave,75203,American (Traditional)
1511,Lee Harvey’s,301,4,(214) 428-1555,1807 Gould St,75215,American (Traditional)
1512,Hillstone Restaurant,266,4,(214) 691-8991,8300 A Preston Rd,75225,American (New)
1513,Cheesesteak House,110,4.5,(469) 941-4389,2015 W Davis St,75208,Sandwiches
1514,Cane Rosso,967,4,(214) 741-1188,2612 Commerce St,75226,Pizza
1515,Monkey King Noodle Co.,449,4,(469) 206-3658,3014 Main St,75226,Chinese
1516,Meddlesome Moth,1091,4,(214) 628-7900,1621 Oak Lawn Ave,75207,Bars
1517,Sqirl,728,4,(323) 284-8147,720 N Virgil AveSte 4,90029,Coffee & Tea
1518,Napoleon and Josephine,113,4.5,(323) 424-7487,7212 Melrose Ave,90046,French
1519,Khao Soi By Inthanon Thai,63,5,(323) 464-1790,5907 Hollywood Blvd,90028,Thai
1520,Open Sesame,275,4.5,(323) 525-1698,7458 Beverly Blvd,90036,Mediterranean
1521,The Hart & The Hunter,486,4,(323) 424-3055,7950 Melrose Ave,90048,American (New)
1522,Plan Check Kitchen + Bar,563,4,(323) 591-0094,351 N Fairfax Ave,90036,American (New)
1523,The Sycamore Kitchen,545,4,(323) 939-0151,143 S La Brea Ave,90036,Cafes
1524,Bäco Mercat,1815,4,(213) 687-8808,408 S Main St,90013,Spanish
1525,Birch,119,4.5,(323) 960-3369,1634 N Cahuenga Blvd,90028,American (New)
1526,Food Fair by Diego,374,4.5,(323) 933-9314,7825 Beverly Blvd,90036,American (New)
1527,Komodo Cafe,908,4.5,(310) 246-5153,8809 W Pico Blvd,90035,"Asian Fusion,Asian Fusion,Barbers,Peruvian,Hotels,Bakeries"
1528,JNJ Burger Shack,306,4.5,(323) 934-5390,5754 W Adams Blvd,90016,Barbeque
1529,Curry King,33,4.5,(323) 982-7267,2830 Fletcher Dr.,90039,Indian
1530,Biriyani Kabob House,282,4.5,(213) 384-3570,3525 W 3rd St,90020,Bangladeshi
1531,Smoke’s Poutinerie,100,4.5,(323) 745-0267,1552 N Cahuenga Blvd,90028,Poutineries
1532,Blu Elefant Cafe,163,4,(323) 641-0466,2024 W Washington Blvd,90018,Coffee & Tea
1533,Osteria La Buca,1083,4,(323) 462-1900,5210 Melrose Ave,90038,Italian
1534,Undergrind Cafe,135,4.5,(310) 730-6392,2713 S Robertson Blvd,90034,Cafes
1535,Guisados DTLA,481,4.5,(213) 627-7656,541 S Spring StSte 101,90013,Mexican
1536,Daikokuya,6187,4,(213) 626-1680,327 E 1st St,90012,"Ramen,Japanese,Japanese,Japanese,Japanese,Japanese"
1537,Haché LA,276,4,(323) 928-2963,3319 W Sunset Blvd,90026,American (New)
1538,Revolutionario: North African Tacos,90,5,(424) 223-3526,1436 W Jefferson BlvdSte 70,90007,African
1539,Guelaguetza Restaurante,941,4,(213) 427-0608,3014 W Olympic Blvd,90006,Mexican
1540,The Stocking Frame,595,4,(213) 488-0373,911 S Hill St,90015,American (New)
1541,Summer Buffalo,50,4.5,(323) 938-8808,7275 Melrose Ave,90046,Thai
1542,Restaurante Tierra Caliente,58,5,(323) 819-4386,1217 Cypress Ave,90065,Mexican
1543,Marugame Monzo,1397,4,(213) 346-9762,329 E 1st St,90012,Japanese
1544,Myung Dong Kyoja,804,4,(213) 385-7789,3630 Wilshire Blvd,90010,Korean
1545,Snociety Urban Eatery,154,4.5,(213) 265-7879,330 E 2nd StSte C,90012,Bubble Tea
1546,La Cevicheria,552,4,(323) 732-1253,3809 W Pico Blvd,90019,Seafood
1547,Bistro 85,82,4.5,(213) 251-0045,3785 Wilshire BlvdSte 32,90010,American (New)
1548,Silverlake Ramen,1263,4,(323) 660-8100,2927 W Sunset Blvd,90026,Ramen
1549,The Black Sheep,753,4,(213) 689-5022,126 E 6th St,90013,Asian Fusion
1550,Blue Cow Kitchen,814,4,(213) 621-2249,350 S Grand Ave,90071,American (New)
1551,Broken Spanish,102,4,(213) 749-1460,1050 S Flower St,90015,Mexican
1552,The Boiling Crab,1631,4,(213) 389-2722,3377 Wilshire BlvdSte 115,90010,Seafood
1553,Blu Jam Café,2887,4,(323) 951-9191,7371 Melrose Ave,90046,"Breakfast & Brunch,Italian Restaurants,Korean Restaurants,Spanish Restaurants"
1554,Jun Won Restaurant,189,4.5,(213) 383-8855,3100 W 8th StSte 101,90005,Korean
1555,Reggie’s Deli & Cafe,88,5,(213) 353-9263,1910 W Sunset BlvdSte 150,90026,Coffee & Tea
1556,Little Beast Restaurant,511,4.5,(323) 341-5899,1496 Colorado Blvd,90041,American (New)
1557,Deli-In,66,4.5,(213) 388-3451,3456 1/2 Wilshire Blvd,90010,Delis
1558,Tatsu Ramen,792,4,(323) 747-1388,7111 Melrose Ave,90046,"Ramen,Ramen"
1559,sweetgreen,109,4.5,(323) 934-3404,8055 W 3rd St,90048,Salad
1560,The Kitchen,1002,4,(323) 664-3663,4348 Fountain Ave,90029,American (New)
1561,Franco On Melrose,613,4,(323) 934-3390,6919 Melrose Ave,90038,Italian
1562,Bento Man,145,4,(323) 733-5316,1500 S Western Ave,90006,Japanese
1563,Honey Bee’s House of Breakfast,349,4,(323) 731-7203,4715 W Adams Blvd,90016,Breakfast & Brunch
1564,Bossa Nova on Sunset,2055,4,(323) 436-7999,7181 W Sunset Blvd,90046,Latin American
1565,Bowery Bungalow,108,4.5,(323) 663-1500,4156 Santa Monica Blvd,90029,Lebanese
1566,Kobawoo House,761,4,(213) 389-7300,698 S Vermont AveSte 109,90005,Korean
1567,Yu Chun Chic Naeng Myun,679,4,(213) 382-3815,3185 W Olympic Blvd,90006,Korean
1568,Mercado,483,4,(323) 944-0947,7910 W 3rd St,90048,Mexican
1569,Maré,139,4,(323) 592-3226,7465 Melrose Ave,90046,Seafood
1570,Blue Palms Brewhouse,622,4,(323) 464-2337,6124 Hollywood Blvd,90028,Gastropubs
1571,Hiatus Urban Barbeque,226,4.5,(323) 879-9700,1292 S La Brea Ave,90019,Barbeque
1572,La Noche Buena Restaurant,185,4.5,(213) 628-2078,12 Olvera St,90012,Mexican
1573,Jacks N Joe,1177,4,(213) 748-4565,2498 S Figueroa St,90007,Breakfast & Brunch
1574,El Zarape,23,5,(323) 688-9043,5203 Fountain Ave,90029,Mexican
1575,Barcito,31,4.5,(213) 415-1821,403 W 12th St,90015,Cocktail Bars
1576,Forage,645,4,(323) 663-6885,3823 W Sunset Blvd,90026,American (New)
1577,Jjan,30,4.5,(213) 381-5838,3328 W 8th St,90005,Gastropubs
1578,Powerplant Super Food Cafe,158,4.5,(323) 965-2233,5671 W Pico Blvd,90019,Gluten-Free
1579,Poppy + Rose,470,4,(213) 995-7799,765 Wall St,90014,"Breakfast & Brunch,Venues & Event Spaces"
1580,Mohawk Bend,1411,4,(213) 483-2337,2141 W Sunset Blvd,90026,"Gastropubs,Pubs,Breweries"
